,Unnamed: 0,Unnamed: 0.1,month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,resale_price_norm,year,remaining_lease_years,address,latitude,longitude,mrt_dist,mrt_station,no_of_mrt_within_1km,bus_dist,road_name,bus_stop_code,no_of_bus_within_1km,school_dist,school_name,school_zone,school_type,school_level,school_sap,school_ip,no_of_schools_within_1km
4344,4344,68600,2020-03,JURONG EAST,5 ROOM,281,TOH GUAN RD,16 TO 18,120.0,Improved,1998,933.0,630000.0,13.353475099999999,2020,2020,281 TOH GUAN RD Singapore,1.3399491000000001,103.7464306,0.878668586458466,Jurong East,1,0.09305495526078522,Toh Guan Rd,28641,10,0.5895401124475638,CREST SECONDARY SCHOOL,WEST,SPECIALISED SCHOOL,SECONDARY,No,No,2
4345,4345,68601,2020-03,JURONG EAST,EXECUTIVE,337,JURONG EAST AVE 1,10 TO 12,157.0,Maisonette,1985,772.0,620000.0,13.33747476,2020,2020,337 JURONG EAST AVE 1 Singapore,1.3498561000000002,103.7316804,0.8311426029465184,Chinese Garden,1,0.13339403900977895,Jurong East Ave 1,28491,3,0.19593370031387108,JURONG PRIMARY SCHOOL,WEST,GOVERNMENT SCHOOL,PRIMARY,No,No,2
4346,4346,68602,2020-03,JURONG EAST,EXECUTIVE,336,JURONG EAST AVE 1,01 TO 03,149.0,Maisonette,1985,773.0,555000.0,13.22672339,2020,2020,336 JURONG EAST AVE 1 Singapore,1.3505908000000002,103.7313185,0.9175859902258919,Chinese Garden,1,0.14306945663768925,Jurong East Ave 1,28499,4,0.25997229725048127,JURONGVILLE SECONDARY SCHOOL,WEST,GOVERNMENT SCHOOL,SECONDARY,No,No,3
4347,4347,68603,2020-03,JURONG EAST,EXECUTIVE,287B,JURONG EAST ST 21,01 TO 03,144.0,Apartment,1998,931.0,650000.0,13.38472764,2020,2020,287B JURONG EAST ST 21 Singapore,1.338389,103.744268,0.6160302933530104,Jurong East,1,0.20826010401390052,Toh Guan Rd,28649,8,0.5991722792969433,CREST SECONDARY SCHOOL,WEST,SPECIALISED SCHOOL,SECONDARY,No,No,1
4348,4348,68604,2020-03,JURONG EAST,EXECUTIVE,287A,JURONG EAST ST 21,04 TO 06,143.0,Apartment,1998,931.0,720000.0,13.48700649,2020,2020,287A JURONG EAST ST 21 Singapore,1.3384261,103.7438056,0.6037443374984431,Jurong East,1,0.22642112967646402,Toh Guan Rd,28639,5,0.5799736396031454,CREST SECONDARY SCHOOL,WEST,SPECIALISED SCHOOL,SECONDARY,No,No,1
4349,4349,68605,2020-03,JURONG EAST,EXECUTIVE,285D,TOH GUAN RD,16 TO 18,144.0,Apartment,1998,933.0,818000.0,13.61461762,2020,2020,285D TOH GUAN RD Singapore,1.3380186,103.7458427,0.6638142539264279,Jurong East,1,0.11261060946256872,Toh Guan Rd,28649,8,0.7128370349117166,CREST SECONDARY SCHOOL,WEST,SPECIALISED SCHOOL,SECONDARY,No,No,1
4350,4350,68606,2020-03,JURONG WEST,2 ROOM,990C,JURONG WEST ST 93,10 TO 12,46.0,Premium Apartment,2008,1049.0,205000.0,12.23076526,2020,2020,990C JURONG WEST ST 93 Singapore,1.3355629,103.6945741,0.39202922897376985,Pioneer,1,0.09955351584513054,Jurong West St 93,27529,8,0.5953342698582533,FRONTIER PRIMARY SCHOOL,WEST,GOVERNMENT SCHOOL,PRIMARY,No,No,1
4351,4351,68607,2020-03,JURONG WEST,2 ROOM,990C,JURONG WEST ST 93,10 TO 12,60.0,Premium Apartment,2008,1049.0,234000.0,12.36307639,2020,2020,990C JURONG WEST ST 93 Singapore,1.3355629,103.6945741,0.39202922897376985,Pioneer,1,0.09955351584513054,Jurong West St 93,27529,8,0.5953342698582533,FRONTIER PRIMARY SCHOOL,WEST,GOVERNMENT SCHOOL,PRIMARY,No,No,1
4352,4352,68608,2020-03,JURONG WEST,3 ROOM,185,BOON LAY AVE,04 TO 06,59.0,Improved,1975,655.0,178000.0,12.08953883,2020,2020,185 BOON LAY AVE Singapore,1.3465136,103.7109779,1.0485934393240324,Boon Lay,0,0.1054990437482749,Boon Lay Ave,21421,6,0.40671993622041136,RIVER VALLEY HIGH SCHOOL,WEST,GOVERNMENT SCHOOL,MIXED LEVELS,Yes,Yes,2
4353,4353,68609,2020-03,JURONG WEST,3 ROOM,185,BOON LAY AVE,10 TO 12,59.0,Improved,1975,655.0,215000.0,12.27839331,2020,2020,185 BOON LAY AVE Singapore,1.3465136,103.7109779,1.0485934393240324,Boon Lay,0,0.1054990437482749,Boon Lay Ave,21421,6,0.40671993622041136,RIVER VALLEY HIGH SCHOOL,WEST,GOVERNMENT SCHOOL,MIXED LEVELS,Yes,Yes,2
4354,4354,68610,2020-03,JURONG WEST,3 ROOM,175,BOON LAY DR,04 TO 06,59.0,Improved,1978,688.0,200000.0,12.20607265,2020,2020,175 BOON LAY DR Singapore,1.3467415,103.70953,0.9929250060087511,Boon Lay,1,0.10229029270391797,Boon Lay Ave,21421,10,0.3969351972675974,RIVER VALLEY HIGH SCHOOL,WEST,GOVERNMENT SCHOOL,MIXED LEVELS,Yes,Yes,3
4355,4355,68611,2020-03,JURONG WEST,3 ROOM,197A,BOON LAY DR,04 TO 06,68.0,Model A,2015,1129.0,318000.0,12.66980666,2020,2020,197A BOON LAY DR Singapore,1.3445999,103.7137396,0.785419641399674,Lakeside,1,0.13160600510663104,Boon Lay Dr,21451,7,0.20994010793016882,BOON LAY GARDEN PRIMARY SCHOOL,WEST,GOVERNMENT SCHOOL,PRIMARY,No,No,1
4356,4356,68612,2020-03,JURONG WEST,3 ROOM,197B,BOON LAY DR,13 TO 15,68.0,Model A,2015,1129.0,350000.0,12.76568843,2020,2020,197B BOON LAY DR Singapore,1.3439389,103.7134976,0.8122377539381102,Lakeside,1,0.1699809330581071,Boon Lay Dr,21409,5,0.13190618868264495,BOON LAY GARDEN PRIMARY SCHOOL,WEST,GOVERNMENT SCHOOL,PRIMARY,No,No,1
4357,4357,68613,2020-03,JURONG WEST,3 ROOM,209,BOON LAY PL,07 TO 09,65.0,Improved,1976,662.0,220500.0,12.30365297,2020,2020,209 BOON LAY PL Singapore,1.3463616000000003,103.7151179,0.6730217006103354,Lakeside,1,0.0897869508324917,Boon Lay Dr,21459,7,0.42210377372162117,RULANG PRIMARY SCHOOL,WEST,GOVERNMENT SCHOOL,PRIMARY,No,No,2
4358,4358,68614,2020-03,JURONG WEST,3 ROOM,214,BOON LAY PL,10 TO 12,66.0,Improved,1974,643.0,230000.0,12.34583459,2020,2020,214 BOON LAY PL Singapore,1.3490888,103.71222259999999,1.0937784501605303,Lakeside,0,0.06276502067229354,Boon Lay Ave,21249,3,0.5819221166194352,CORPORATION PRIMARY SCHOOL,WEST,GOVERNMENT SCHOOL,PRIMARY,No,No,2
4359,4359,68615,2020-03,JURONG WEST,3 ROOM,208,BOON LAY PL,22 TO 24,74.0,Improved,1976,668.0,235000.0,12.36734079,2020,2020,208 BOON LAY PL Singapore,1.3473196000000003,103.7141227,0.8160404663992841,Lakeside,1,0.11811208178792341,Corporation Rd,21719,6,0.5107363520894198,BOON LAY GARDEN PRIMARY SCHOOL,WEST,GOVERNMENT SCHOOL,PRIMARY,No,No,1
4360,4360,68616,2020-03,JURONG WEST,3 ROOM,481,JURONG WEST ST 41,10 TO 12,67.0,New Generation,1985,769.0,290000.0,12.577636199999999,2020,2020,481 JURONG WEST ST 41 Singapore,1.3467428999999997,103.725254,0.5669724665683633,Lakeside,1,0.034914438996291715,Jurong West St 41,28591,10,0.1679032520793315,FUHUA SECONDARY SCHOOL,WEST,GOVERNMENT SCHOOL,SECONDARY,No,No,1
4361,4361,68617,2020-03,JURONG WEST,3 ROOM,448,JURONG WEST ST 42,07 TO 09,75.0,Model A,1984,762.0,255000.0,12.44901882,2020,2020,448 JURONG WEST ST 42 Singapore,1.3527044,103.7193687,0.9518653542651724,Lakeside,1,0.07675153922483602,Jurong West St 42,28551,10,0.2813796588368565,HUA YI SECONDARY SCHOOL,WEST,GOVERNMENT SCHOOL,SECONDARY,No,No,1
4362,4362,68618,2020-03,JURONG WEST,3 ROOM,543,JURONG WEST ST 42,01 TO 03,94.0,Model A,1984,765.0,290000.0,12.577636199999999,2020,2020,543 JURONG WEST ST 42 Singapore,1.3519113999999999,103.71584229999999,1.013145000867341,Lakeside,0,0.16523790022762694,Jurong West St 42,28541,6,0.6396857387527447,HUA YI SECONDARY SCHOOL,WEST,GOVERNMENT SCHOOL,SECONDARY,No,No,2
4363,4363,68619,2020-03,JURONG WEST,3 ROOM,448,JURONG WEST ST 42,10 TO 12,75.0,Model A,1984,762.0,285000.0,12.56024446,2020,2020,448 JURONG WEST ST 42 Singapore,1.3527044,103.7193687,0.9518653542651724,Lakeside,1,0.07675153922483602,Jurong West St 42,28551,10,0.2813796588368565,HUA YI SECONDARY SCHOOL,WEST,GOVERNMENT SCHOOL,SECONDARY,No,No,1
4364,4364,68620,2020-03,JURONG WEST,3 ROOM,511,JURONG WEST ST 52,13 TO 15,74.0,Model A,1984,,300000.0,12.61153775,2020,2020,511 JURONG WEST ST 52 Singapore,1.3479741000000003,103.71775790000001,0.5332242956424863,Lakeside,1,0.017983488753614697,Jurong West St 52,28411,6,0.23647245421242066,RULANG PRIMARY SCHOOL,WEST,GOVERNMENT SCHOOL,PRIMARY,No,No,3
4365,4365,68621,2020-03,JURONG WEST,3 ROOM,521,JURONG WEST ST 52,07 TO 09,67.0,New Generation,1982,741.0,272000.0,12.51355735,2020,2020,521 JURONG WEST ST 52 Singapore,1.3466421999999998,103.71729,0.4710795527631023,Lakeside,1,0.16119928135596592,Jurong West St 52,28411,6,0.1871710636114912,RULANG PRIMARY SCHOOL,WEST,GOVERNMENT SCHOOL,PRIMARY,No,No,2
4366,4366,68622,2020-03,JURONG WEST,3 ROOM,528,JURONG WEST ST 52,07 TO 09,67.0,New Generation,1983,746.0,286000.0,12.56374709,2020,2020,528 JURONG WEST ST 52 Singapore,1.3483286,103.71701879999999,0.6169854529007743,Lakeside,1,0.07320349891066194,Jurong West St 52,28411,6,0.3177314449211189,RULANG PRIMARY SCHOOL,WEST,GOVERNMENT SCHOOL,PRIMARY,No,No,3
4367,4367,68623,2020-03,JURONG WEST,3 ROOM,521,JURONG WEST ST 52,07 TO 09,67.0,New Generation,1982,741.0,280000.0,12.54254488,2020,2020,521 JURONG WEST ST 52 Singapore,1.3466421999999998,103.71729,0.4710795527631023,Lakeside,1,0.16119928135596592,Jurong West St 52,28411,6,0.1871710636114912,RULANG PRIMARY SCHOOL,WEST,GOVERNMENT SCHOOL,PRIMARY,No,No,2
4368,4368,68624,2020-03,JURONG WEST,3 ROOM,939,JURONG WEST ST 91,10 TO 12,73.0,Model A,1989,815.0,267000.0,12.49500394,2020,2020,939 JURONG WEST ST 91 Singapore,1.3431348,103.68887409999999,1.1292190984720507,Pioneer,0,0.12370843268154409,Jurong West St 91,27139,6,0.13545925972977982,XINGNAN PRIMARY SCHOOL,WEST,GOVERNMENT SCHOOL,PRIMARY,No,No,2
4369,4369,68625,2020-03,JURONG WEST,3 ROOM,925,JURONG WEST ST 92,04 TO 06,73.0,Model A,1988,811.0,245000.0,12.40901349,2020,2020,925 JURONG WEST ST 92 Singapore,1.3402018,103.6893265,0.9435608847814259,Pioneer,1,0.08198818919707852,Jurong West St 92,27159,8,0.24754564639409754,JUYING PRIMARY SCHOOL,WEST,GOVERNMENT SCHOOL,PRIMARY,No,No,1
4370,4370,68626,2020-03,JURONG WEST,3 ROOM,338B,KANG CHING RD,01 TO 03,67.0,Model A,2012,,282000.0,12.54966235,2020,2020,338B KANG CHING RD Singapore,1.3382623,103.7219443,0.6794362973183936,Lakeside,1,0.10670359334895706,Kang Ching Rd,21621,10,0.419890186156636,YUAN CHING SECONDARY SCHOOL,WEST,GOVERNMENT SCHOOL,SECONDARY,No,No,3
4371,4371,68627,2020-03,JURONG WEST,3 ROOM,138B,YUAN CHING RD,01 TO 03,67.0,DBSS,2014,1123.0,375000.0,12.834681300000002,2020,2020,138B YUAN CHING RD Singapore,1.3278869,103.723396,1.8438269273075385,Lakeside,0,0.09416548389540551,Corporation Dr,21569,8,0.2926255273053741,JURONG SECONDARY SCHOOL,WEST,GOVERNMENT SCHOOL,SECONDARY,No,No,1
4372,4372,68628,2020-03,JURONG WEST,4 ROOM,183C,BOON LAY AVE,04 TO 06,92.0,Model A,2015,1126.0,410888.0,12.92607595,2020,2020,183C BOON LAY AVE Singapore,1.3485931,103.7092363,1.1722915073424178,Boon Lay,0,0.10680492256147245,Jurong West Ave 2,21389,4,0.3721181159768902,CORPORATION PRIMARY SCHOOL,WEST,GOVERNMENT SCHOOL,PRIMARY,No,No,2
4373,4373,68629,2020-03,JURONG WEST,4 ROOM,180C,BOON LAY DR,04 TO 06,93.0,Model A,2014,1118.0,416000.0,12.93844054,2020,2020,180C BOON LAY DR Singapore,1.3483768999999999,103.70888459999999,1.1372479498884809,Boon Lay,0,0.1267960176607354,Jurong West Ave 2,21389,4,0.3764074233547965,CORPORATION PRIMARY SCHOOL,WEST,GOVERNMENT SCHOOL,PRIMARY,No,No,2
4374,4374,68630,2020-03,JURONG WEST,4 ROOM,197A,BOON LAY DR,01 TO 03,93.0,Model A,2015,1129.0,420000.0,12.94800999,2020,2020,197A BOON LAY DR Singapore,1.3445999,103.7137396,0.785419641399674,Lakeside,1,0.13160600510663104,Boon Lay Dr,21451,7,0.20994010793016882,BOON LAY GARDEN PRIMARY SCHOOL,WEST,GOVERNMENT SCHOOL,PRIMARY,No,No,1
4375,4375,68631,2020-03,JURONG WEST,4 ROOM,181A,BOON LAY DR,16 TO 18,93.0,Model A,2014,1118.0,441800.0,12.99861257,2020,2020,181A BOON LAY DR Singapore,1.3485078000000001,103.7078838,1.1232223439193572,Boon Lay,0,0.1499918130485508,Jurong West Ave 2,21381,5,0.3343616041177373,CORPORATION PRIMARY SCHOOL,WEST,GOVERNMENT SCHOOL,PRIMARY,No,No,2
4376,4376,68632,2020-03,JURONG WEST,4 ROOM,423,JURONG WEST AVE 1,07 TO 09,104.0,Model A,1984,762.0,338000.0,12.73080117,2020,2020,423 JURONG WEST AVE 1 Singapore,1.3509171999999998,103.7255262,0.9075715537306625,Lakeside,1,0.11730403827406195,Jurong West Ave 1,28519,7,0.4091001774385466,JURONGVILLE SECONDARY SCHOOL,WEST,GOVERNMENT SCHOOL,SECONDARY,No,No,3
4377,4377,68633,2020-03,JURONG WEST,4 ROOM,541,JURONG WEST AVE 1,04 TO 06,103.0,Model A,1984,764.0,330000.0,12.70684793,2020,2020,541 JURONG WEST AVE 1 Singapore,1.3511912,103.71611429999999,0.9296697128274528,Lakeside,1,0.13386028180884102,Jurong West Ave 1,28531,5,0.6083965467898175,HUA YI SECONDARY SCHOOL,WEST,GOVERNMENT SCHOOL,SECONDARY,No,No,3
4378,4378,68634,2020-03,JURONG WEST,4 ROOM,541,JURONG WEST AVE 1,07 TO 09,106.0,Model A,1984,764.0,335000.0,12.72188581,2020,2020,541 JURONG WEST AVE 1 Singapore,1.3511912,103.71611429999999,0.9296697128274528,Lakeside,1,0.13386028180884102,Jurong West Ave 1,28531,5,0.6083965467898175,HUA YI SECONDARY SCHOOL,WEST,GOVERNMENT SCHOOL,SECONDARY,No,No,3
4379,4379,68635,2020-03,JURONG WEST,4 ROOM,273C,JURONG WEST AVE 3,01 TO 03,90.0,Model A,2001,969.0,300000.0,12.61153775,2020,2020,273C JURONG WEST AVE 3 Singapore,1.352054,103.7038974,1.5089573085546004,Boon Lay,0,0.06787509027982463,Jurong West Ave 3,27459,10,0.29837737895991084,WESTWOOD SECONDARY SCHOOL,WEST,GOVERNMENT SCHOOL,SECONDARY,No,No,2
4380,4380,68636,2020-03,JURONG WEST,4 ROOM,723,JURONG WEST AVE 5,04 TO 06,104.0,Model A,1990,838.0,300000.0,12.61153775,2020,2020,723 JURONG WEST AVE 5 Singapore,1.3443334999999998,103.6982863,0.7499361845190337,Pioneer,1,0.17030637039547775,Jurong West St 72,27331,7,0.08152813645680436,WEST GROVE PRIMARY SCHOOL,WEST,GOVERNMENT SCHOOL,PRIMARY,No,No,2
4381,4381,68637,2020-03,JURONG WEST,4 ROOM,557,JURONG WEST ST 42,04 TO 06,104.0,Model A,1985,,313888.0,12.65679151,2020,2020,557 JURONG WEST ST 42 Singapore,1.3540275,103.7186447,1.1117032733456451,Lakeside,0,0.17763225499151672,Jurong West St 42,28551,5,0.4326133534561634,HUA YI SECONDARY SCHOOL,WEST,GOVERNMENT SCHOOL,SECONDARY,No,No,1
4382,4382,68638,2020-03,JURONG WEST,4 ROOM,448,JURONG WEST ST 42,01 TO 03,103.0,Model A,1984,762.0,300000.0,12.61153775,2020,2020,448 JURONG WEST ST 42 Singapore,1.3527044,103.7193687,0.9518653542651724,Lakeside,1,0.07675153922483602,Jurong West St 42,28551,10,0.2813796588368565,HUA YI SECONDARY SCHOOL,WEST,GOVERNMENT SCHOOL,SECONDARY,No,No,1
4383,4383,68639,2020-03,JURONG WEST,4 ROOM,448,JURONG WEST ST 42,07 TO 09,103.0,Model A,1984,762.0,328000.0,12.70076889,2020,2020,448 JURONG WEST ST 42 Singapore,1.3527044,103.7193687,0.9518653542651724,Lakeside,1,0.07675153922483602,Jurong West St 42,28551,10,0.2813796588368565,HUA YI SECONDARY SCHOOL,WEST,GOVERNMENT SCHOOL,SECONDARY,No,No,1
4384,4384,68640,2020-03,JURONG WEST,4 ROOM,535,JURONG WEST ST 52,01 TO 03,95.0,New Generation,1983,747.0,328000.0,12.70076889,2020,2020,535 JURONG WEST ST 52 Singapore,1.3494270000000002,103.71710949999999,0.7054239178366173,Lakeside,1,0.09555500085401608,Jurong West Ave 1,28531,9,0.4121899596858904,RULANG PRIMARY SCHOOL,WEST,GOVERNMENT SCHOOL,PRIMARY,No,No,3
4385,4385,68641,2020-03,JURONG WEST,4 ROOM,515,JURONG WEST ST 52,04 TO 06,103.0,Model A,1984,759.0,410000.0,12.92391244,2020,2020,515 JURONG WEST ST 52 Singapore,1.34633,103.72063829999999,0.23040511312654033,Lakeside,1,0.0734243976181225,Jurong West St 51,28381,9,0.17520119527411368,SHUQUN PRIMARY SCHOOL,WEST,GOVERNMENT SCHOOL,PRIMARY,No,No,5
4386,4386,68642,2020-03,JURONG WEST,4 ROOM,655A,JURONG WEST ST 61,04 TO 06,86.0,Model A2,2002,979.0,338000.0,12.73080117,2020,2020,655A JURONG WEST ST 61 Singapore,1.335541,103.698465,0.26120743475271424,Pioneer,1,0.11440756629653892,Boon Lay Way,22541,8,0.2052827185000358,FRONTIER PRIMARY SCHOOL,WEST,GOVERNMENT SCHOOL,PRIMARY,No,No,2
4387,4387,68643,2020-03,JURONG WEST,4 ROOM,655B,JURONG WEST ST 61,13 TO 15,85.0,Model A2,2002,979.0,385000.0,12.86099861,2020,2020,655B JURONG WEST ST 61 Singapore,1.3357379999999999,103.6975521,0.21255659650455352,Pioneer,1,0.08585773064523403,Boon Lay Way,22541,7,0.2758904567026886,FRONTIER PRIMARY SCHOOL,WEST,GOVERNMENT SCHOOL,PRIMARY,No,No,2
4388,4388,68644,2020-03,JURONG WEST,4 ROOM,684A,JURONG WEST ST 64,10 TO 12,94.0,Premium Apartment,2000,954.0,438000.0,12.98997419,2020,2020,684A JURONG WEST ST 64 Singapore,1.3440083999999999,103.7038963,0.6360692091737857,Boon Lay,1,0.07230479202620607,Jurong West St 64,22591,7,0.297907889012667,BOON LAY SECONDARY SCHOOL,WEST,GOVERNMENT SCHOOL,SECONDARY,No,No,1
4389,4389,68645,2020-03,JURONG WEST,4 ROOM,662A,JURONG WEST ST 64,01 TO 03,91.0,Model A,2001,963.0,330000.0,12.70684793,2020,2020,662A JURONG WEST ST 64 Singapore,1.336982,103.7028088,0.38078992314371013,Boon Lay,2,0.08098853008334451,Jurong West St 63,22501,5,0.2060136761336484,JURONG WEST SECONDARY SCHOOL,WEST,GOVERNMENT SCHOOL,SECONDARY,No,No,3
4390,4390,68646,2020-03,JURONG WEST,4 ROOM,668C,JURONG WEST ST 64,01 TO 03,85.0,Model A2,2000,952.0,340000.0,12.7367009,2020,2020,668C JURONG WEST ST 64 Singapore,1.3414215,103.7034645,0.40673079443251753,Boon Lay,2,0.11786246830182034,Jurong West St 62,22259,7,0.1884045194891863,BOON LAY SECONDARY SCHOOL,WEST,GOVERNMENT SCHOOL,SECONDARY,No,No,1
4391,4391,68647,2020-03,JURONG WEST,4 ROOM,660D,JURONG WEST ST 64,10 TO 12,91.0,Model A,2001,966.0,412000.0,12.92877863,2020,2020,660D JURONG WEST ST 64 Singapore,1.3364667,103.70326109999999,0.37156024379608604,Boon Lay,2,0.1400022301713954,Jurong West St 63,22501,6,0.1859941152357197,JURONG WEST SECONDARY SCHOOL,WEST,GOVERNMENT SCHOOL,SECONDARY,No,No,3
4392,4392,68648,2020-03,JURONG WEST,4 ROOM,664B,JURONG WEST ST 64,13 TO 15,91.0,Model A,2000,953.0,443888.0,13.00332756,2020,2020,664B JURONG WEST ST 64 Singapore,1.3385815,103.70371329999999,0.23389611061500037,Boon Lay,2,0.08423171109311525,Jurong West St 63,22509,8,0.4096592835814757,JURONG WEST SECONDARY SCHOOL,WEST,GOVERNMENT SCHOOL,SECONDARY,No,No,2
4393,4393,68649,2020-03,JURONG WEST,4 ROOM,663A,JURONG WEST ST 65,10 TO 12,90.0,Model A,2000,952.0,395000.0,12.88664104,2020,2020,663A JURONG WEST ST 65 Singapore,1.3388126,103.7017226,0.4556558053556488,Boon Lay,2,0.18653744031537906,Jurong West St 63,22501,7,0.30802233809897683,FRONTIER PRIMARY SCHOOL,WEST,GOVERNMENT SCHOOL,PRIMARY,No,No,2
4394,4394,68650,2020-03,JURONG WEST,4 ROOM,731,JURONG WEST ST 72,07 TO 09,103.0,Model A,1990,836.0,340000.0,12.7367009,2020,2020,731 JURONG WEST ST 72 Singapore,1.3457972,103.69855809999999,0.9152695230896865,Pioneer,1,0.10593315490408099,Jurong West St 72,27331,6,0.14664927511513215,WEST GROVE PRIMARY SCHOOL,WEST,GOVERNMENT SCHOOL,PRIMARY,No,No,3
4395,4395,68651,2020-03,JURONG WEST,4 ROOM,766,JURONG WEST ST 74,10 TO 12,104.0,Model A,1996,903.0,348000.0,12.75995776,2020,2020,766 JURONG WEST ST 74 Singapore,1.3500506,103.697835,1.3802109927334134,Pioneer,0,0.08477815517167633,Jurong West Ave 5,27431,8,0.39858811930517335,PIONEER PRIMARY SCHOOL,WEST,GOVERNMENT SCHOOL,PRIMARY,No,No,2
4396,4396,68652,2020-03,JURONG WEST,4 ROOM,847,JURONG WEST ST 81,13 TO 15,108.0,Model A,1996,901.0,336000.0,12.72486644,2020,2020,847 JURONG WEST ST 81 Singapore,1.3453944,103.6921338,1.0429929675639005,Pioneer,0,0.08616299127640621,Jurong West St 81,27419,12,0.44032657913203394,PIONEER PRIMARY SCHOOL,WEST,GOVERNMENT SCHOOL,PRIMARY,No,No,2
4397,4397,68653,2020-03,JURONG WEST,4 ROOM,858,JURONG WEST ST 81,07 TO 09,102.0,Model A,1996,906.0,343000.0,12.74548573,2020,2020,858 JURONG WEST ST 81 Singapore,1.3483465000000001,103.6961221,1.198667493865989,Pioneer,0,0.022931246653659275,Jurong West St 82,27391,8,0.1689161848647052,PIONEER PRIMARY SCHOOL,WEST,GOVERNMENT SCHOOL,PRIMARY,No,No,2
4398,4398,68654,2020-03,JURONG WEST,4 ROOM,824,JURONG WEST ST 81,04 TO 06,104.0,Model A,1990,829.0,322000.0,12.68230682,2020,2020,824 JURONG WEST ST 81 Singapore,1.3465198,103.69389840000001,1.0616462690755482,Pioneer,0,0.080302665544545,Jurong West St 81,27409,11,0.23246430500128865,PIONEER PRIMARY SCHOOL,WEST,GOVERNMENT SCHOOL,PRIMARY,No,No,2
4399,4399,68655,2020-03,JURONG WEST,4 ROOM,824,JURONG WEST ST 81,10 TO 12,104.0,Model A,1990,829.0,325000.0,12.69158046,2020,2020,824 JURONG WEST ST 81 Singapore,1.3465198,103.69389840000001,1.0616462690755482,Pioneer,0,0.080302665544545,Jurong West St 81,27409,11,0.23246430500128865,PIONEER PRIMARY SCHOOL,WEST,GOVERNMENT SCHOOL,PRIMARY,No,No,2
4400,4400,68656,2020-03,JURONG WEST,4 ROOM,852,JURONG WEST ST 81,13 TO 15,107.0,Model A,1996,901.0,328000.0,12.70076889,2020,2020,852 JURONG WEST ST 81 Singapore,1.3474966,103.6928354,1.2081984575963853,Pioneer,0,0.14552424662663946,Jurong West St 81,27401,9,0.2257785118097854,PIONEER PRIMARY SCHOOL,WEST,GOVERNMENT SCHOOL,PRIMARY,No,No,1
4401,4401,68657,2020-03,JURONG WEST,4 ROOM,814,JURONG WEST ST 81,01 TO 03,104.0,Model A,1990,829.0,305000.0,12.62806706,2020,2020,814 JURONG WEST ST 81 Singapore,1.3457426000000001,103.6956996,0.9204984353321642,Pioneer,1,0.15176563426854106,Jurong West Ave 5,27359,7,0.32826042875914213,PIONEER PRIMARY SCHOOL,WEST,GOVERNMENT SCHOOL,PRIMARY,No,No,2
4402,4402,68658,2020-03,JURONG WEST,4 ROOM,847,JURONG WEST ST 81,10 TO 12,108.0,Model A,1996,,325000.0,12.69158046,2020,2020,847 JURONG WEST ST 81 Singapore,1.3453944,103.6921338,1.0429929675639005,Pioneer,0,0.08616299127640621,Jurong West St 81,27419,12,0.44032657913203394,PIONEER PRIMARY SCHOOL,WEST,GOVERNMENT SCHOOL,PRIMARY,No,No,2
4403,4403,68659,2020-03,JURONG WEST,4 ROOM,907,JURONG WEST ST 91,10 TO 12,108.0,Model A,1988,812.0,295000.0,12.59473064,2020,2020,907 JURONG WEST ST 91 Singapore,1.3410815,103.6860015,1.325602285759855,Pioneer,0,0.10703869828543186,Jurong West St 91,27539,7,0.26226086376674607,XINGNAN PRIMARY SCHOOL,WEST,GOVERNMENT SCHOOL,PRIMARY,No,No,3
4404,4404,68660,2020-03,JURONG WEST,4 ROOM,990B,JURONG WEST ST 93,07 TO 09,93.0,Premium Apartment,2008,1049.0,408000.0,12.91902245,2020,2020,990B JURONG WEST ST 93 Singapore,1.3354149,103.6948456,0.37867179959354835,Pioneer,1,0.13119851751391165,Jurong West St 93,27529,6,0.5704349599945889,FRONTIER PRIMARY SCHOOL,WEST,GOVERNMENT SCHOOL,PRIMARY,No,No,1
4405,4405,68661,2020-03,JURONG WEST,4 ROOM,987C,JURONG WEST ST 93,01 TO 03,93.0,Premium Apartment,2006,1022.0,360000.0,12.79385931,2020,2020,987C JURONG WEST ST 93 Singapore,1.3366593999999998,103.69511740000002,0.2784425525086288,Pioneer,1,0.11852423640252342,Jurong West St 93,27521,8,0.4923757343897117,JURONG WEST PRIMARY SCHOOL,WEST,GOVERNMENT SCHOOL,PRIMARY,No,No,3
4406,4406,68662,2020-03,JURONG WEST,4 ROOM,989D,JURONG WEST ST 93,01 TO 03,93.0,Premium Apartment,2008,1049.0,370000.0,12.82125828,2020,2020,989D JURONG WEST ST 93 Singapore,1.335564,103.69546679999999,0.31731446446403255,Pioneer,1,0.09323168020937626,Pioneer Rd Nth,22461,5,0.49950472359508086,FRONTIER PRIMARY SCHOOL,WEST,GOVERNMENT SCHOOL,PRIMARY,No,No,1
4407,4407,68663,2020-03,JURONG WEST,4 ROOM,339A,KANG CHING RD,16 TO 18,89.0,Model A,2012,,438000.0,12.98997419,2020,2020,339A KANG CHING RD Singapore,1.3378047,103.7214443,0.7218368717609198,Lakeside,1,0.046844492367264574,Corporation Dr,21609,10,0.4294587597916474,LAKESIDE PRIMARY SCHOOL,WEST,GOVERNMENT SCHOOL,PRIMARY,No,No,2
